"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
2027,HAEMOPHILIA,"6,425",3.590,0.007870
2027,Journal of Neurodevelopmental Disorders,"1,253",3.590,0.003420
2029,INTERNATIONAL JOURNAL OF HYPERTHERMIA,"3,552",3.589,0.004020
2030,GIScience & Remote Sensing,"1,183",3.588,0.001780
2031,EXPERT OPINION ON BIOLOGICAL THERAPY,"4,481",3.585,0.007720
2031,JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,"48,580",3.585,0.050940
2031,Journal of Cancer Survivorship,"2,658",3.585,0.008310
2031,Journal of Cancer Survivorship,"2,658",3.585,0.008310
2031,Journal of Retailing and Consumer Services,"4,313",3.585,0.003670
2031,SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,"5,047",3.585,0.005870
2031,TOXICOLOGY AND APPLIED PHARMACOLOGY,"19,624",3.585,0.016720
2038,Best Practice & Research Clinical Gastroenterology,"3,386",3.583,0.005630
2038,PLANT DISEASE,"15,625",3.583,0.011510
2038,Science China-Life Sciences,"2,451",3.583,0.006090
2041,Journal of NeuroEngineering and Rehabilitation,"4,974",3.582,0.008800
2042,Journal of Clinical Lipidology,"2,951",3.581,0.007840
2042,Neurophotonics,809,3.581,0.002760
2044,Therapeutic Advances in Neurological Disorders,"1,148",3.580,0.002760
2045,FOOD RESEARCH INTERNATIONAL,"26,072",3.579,0.031630
2046,Marketing Theory,"1,882",3.577,0.001520
2047,ANNALS OF BEHAVIORAL MEDICINE,"6,815",3.575,0.009710
2048,ARTIFICIAL INTELLIGENCE IN MEDICINE,"2,462",3.574,0.002960
2048,Current Treatment Options in Neurology,"1,200",3.574,0.002790
2050,EVOLUTION,"31,677",3.573,0.029010
2050,LAND USE POLICY,"12,353",3.573,0.018520
2052,INTERNATIONAL JOURNAL OF ONCOLOGY,"15,977",3.571,0.021770
2052,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,"109,151",3.571,0.066560
2052,Metallomics,"4,520",3.571,0.009150
2055,CURRENT OPINION IN CLINICAL NUTRITION AND METABOLIC CARE,"5,161",3.570,0.006420
2055,INTERNATIONAL JOURNAL OF NURSING STUDIES,"9,728",3.570,0.014320
2055,INTERNATIONAL JOURNAL OF NURSING STUDIES,"9,728",3.570,0.014320
2058,APPLIED VEGETATION SCIENCE,"2,148",3.568,0.003090
2059,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,"103,307",3.567,0.191340
2059,URBAN GEOGRAPHY,"2,575",3.567,0.004120
2061,Frontiers in Molecular Biosciences,"1,069",3.565,0.004240
2061,ICARUS,"24,271",3.565,0.035020
2063,COMPUTER,"7,260",3.564,0.005380
2063,GENETICS,"41,941",3.564,0.047260
2063,TOXICOLOGICAL SCIENCES,"17,362",3.564,0.015520
2066,OPTICS EXPRESS,"115,635",3.561,0.173350
2067,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,"7,962",3.560,0.009610
2067,Journal of Transport Geography,"7,268",3.560,0.008910
2069,ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,"21,948",3.559,0.014070
2069,GEOTECHNIQUE,"12,755",3.559,0.008190
2071,CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW,"2,667",3.558,0.002540
2072,Economic Systems Research,"1,660",3.556,0.002850
2072,IEEE MULTIMEDIA,"1,008",3.556,0.001450
2072,Journal of Environmental Sciences-China,"12,120",3.556,0.013210
2072,OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,"8,820",3.556,0.009890
2076,SMALL BUSINESS ECONOMICS,"7,096",3.555,0.006470
2077,Transboundary and Emerging Diseases,"3,321",3.554,0.007140
2078,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,"15,579",3.553,0.013130
2078,ENZYME AND MICROBIAL TECHNOLOGY,"11,801",3.553,0.005540
2078,Electronic Markets,874,3.553,0.000880
2081,ENGINEERING WITH COMPUTERS,"1,362",3.551,0.001990
2082,International Journal of Bipolar Disorders,399,3.550,0.001490
2083,CLINICAL IMMUNOLOGY,"8,204",3.548,0.010490
2084,TOXICOLOGY,"13,936",3.547,0.009240
2085,IEEE Wireless Communications Letters,"3,436",3.546,0.010820
2086,AAPS Journal,"5,918",3.545,0.009160
2086,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,"5,816",3.545,0.005530
2086,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,"5,816",3.545,0.005530
2086,JOURNAL OF HUMAN GENETICS,"4,124",3.545,0.008270
2086,JOURNAL OF THE LEARNING SCIENCES,"2,376",3.545,0.001610
2086,MEDIATORS OF INFLAMMATION,"11,203",3.545,0.026330
2092,Biotechnology Journal,"5,615",3.543,0.009790
2092,ORGANIZATION STUDIES,"8,184",3.543,0.007890
2092,Smart Materials and Structures,"19,870",3.543,0.025150
2092,Therapeutic Advances in Endocrinology and Metabolism,477,3.543,0.001060
2096,AGRICULTURAL WATER MANAGEMENT,"14,058",3.542,0.012640
2096,BASIN RESEARCH,"3,340",3.542,0.003680
2096,JOURNAL OF CLINICAL ANESTHESIA,"4,401",3.542,0.006690
2096,Wiley Interdisciplinary Reviews-Systems Biology and Medicine,"1,165",3.542,0.002190
2100,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,"7,119",3.538,0.016950
2100,JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,"4,051",3.538,0.003080
2100,MARINE AND PETROLEUM GEOLOGY,"12,161",3.538,0.019250
2103,BIOMASS & BIOENERGY,"20,720",3.537,0.017380
2103,COGNITION,"17,585",3.537,0.025580
2103,Journal of Proteomics,"9,688",3.537,0.020630
2106,JOURNAL OF INTELLIGENT MANUFACTURING,"3,783",3.535,0.003740
2106,MECHANISM AND MACHINE THEORY,"8,565",3.535,0.008250
2108,HUMAN COMMUNICATION RESEARCH,"3,463",3.534,0.002480
2108,IEEE Geoscience and Remote Sensing Letters,"12,217",3.534,0.023700
2108,JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS,"6,489",3.534,0.011380
2108,World Journal of Stem Cells,"1,271",3.534,0.003390
2112,Adipocyte,723,3.533,0.002460
2112,MOLECULES AND CELLS,"4,449",3.533,0.007370
2114,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,"12,256",3.532,0.013840
2114,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,"13,111",3.532,0.014740
2116,ACTA DERMATO-VENEREOLOGICA,"6,236",3.531,0.008890
2116,BOREAS,"3,074",3.531,0.003970
2116,IEEE-ACM Transactions on Audio Speech and Language Processing,"3,110",3.531,0.006820
2119,ADVANCES IN ANATOMIC PATHOLOGY,"1,518",3.530,0.002240
2119,CHROMOSOMA,"3,180",3.530,0.004730
2119,HEALTH PSYCHOLOGY,"11,641",3.530,0.016210
2119,HEALTH PSYCHOLOGY,"11,641",3.530,0.016210
2119,Vehicular Communications,554,3.530,0.000990
2124,RHEUMATIC DISEASE CLINICS OF NORTH AMERICA,"2,234",3.527,0.003600
2125,DRUG SAFETY,"5,301",3.526,0.006980
2125,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,"6,789",3.526,0.009660
2125,IET Control Theory and Applications,"7,815",3.526,0.016920
2125,TRANSPLANT INTERNATIONAL,"4,868",3.526,0.009180
2129,JOURNAL OF ARTHROPLASTY,"18,401",3.524,0.034350
2129,Journal of Mixed Methods Research,"1,436",3.524,0.001300
2129,Semantic Web,798,3.524,0.001910
2132,INTERNATIONAL JOURNAL OF EATING DISORDERS,"8,728",3.523,0.008910
2132,INTERNATIONAL JOURNAL OF EATING DISORDERS,"8,728",3.523,0.008910
2134,APPLIED PHYSICS LETTERS,"222,642",3.521,0.224720
2135,QUARTERLY REVIEW OF BIOLOGY,"4,146",3.519,0.001280
2136,COMPUTERS & INDUSTRIAL ENGINEERING,"11,625",3.518,0.014290
2136,Elementa-Science of the Anthropocene,879,3.518,0.003320
2136,Frontiers in Cellular and Infection Microbiology,"5,795",3.518,0.017960
2136,JOURNAL OF ADVERTISING,"4,143",3.518,0.002410
2140,Frontiers in Genetics,"7,448",3.517,0.026160
2140,JOURNAL OF ALZHEIMERS DISEASE,"20,383",3.517,0.041470
2140,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART C-ENVIRONMENTAL CARCINOGENESIS & ECOTOXICOLOGY REVIEWS,994,3.517,0.000780
2140,Journal of Energy Storage,"1,348",3.517,0.002700
2140,STRUCTURAL SAFETY,"3,717",3.517,0.004340
2140,TRIBOLOGY INTERNATIONAL,"15,027",3.517,0.017170
2146,NUCLEAR FUSION,"13,696",3.516,0.021000
2147,Fractional Calculus and Applied Analysis,"2,108",3.514,0.004630
2148,Rice,"1,581",3.513,0.003720
2149,AMERICAN JOURNAL OF CHINESE MEDICINE,"3,152",3.510,0.002950
2149,IEEE Antennas and Wireless Propagation Letters,"14,810",3.510,0.031730
2151,Brain Tumor Pathology,739,3.509,0.001470
2152,High Voltage,242,3.508,0.000760
2152,WEST EUROPEAN POLITICS,"3,288",3.508,0.006590
2154,Materials Science and Engineering B-Advanced Functional Solid-State Materials,"10,565",3.507,0.005690
2155,REVIEWS IN FISH BIOLOGY AND FISHERIES,"3,438",3.506,0.003380
2156,PHARMACOGENOMICS JOURNAL,"2,744",3.503,0.004600
2157,JAMA Otolaryngology-Head & Neck Surgery,"2,855",3.502,0.012700
2158,APPETITE,"17,300",3.501,0.025000
2158,BMC GENOMICS,"39,876",3.501,0.095280
2160,CELL STRUCTURE AND FUNCTION,"1,014",3.500,0.000810
2160,FUTURE OF CHILDREN,"2,013",3.500,0.002240
2162,PLANT CELL REPORTS,"8,478",3.499,0.009350
2162,TOXICOLOGY LETTERS,"15,231",3.499,0.013660
2164,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,"10,926",3.498,0.021930
2165,ORGANIC ELECTRONICS,"12,429",3.495,0.018640
2166,BREAST,"4,845",3.494,0.011240
2167,EXPERIMENTAL THERMAL AND FLUID SCIENCE,"11,038",3.493,0.015080
2168,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,"5,026",3.491,0.005010
2168,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,"5,026",3.491,0.005010
2170,Ad Hoc Networks,"5,084",3.490,0.006850
2170,ORGANIC & BIOMOLECULAR CHEMISTRY,"32,868",3.490,0.055260
2172,ANESTHESIA AND ANALGESIA,"26,123",3.489,0.022840
2172,PSYCHIATRY AND CLINICAL NEUROSCIENCES,"3,720",3.489,0.004230
2174,AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,"6,965",3.488,0.010970
2174,AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,"6,965",3.488,0.010970
2174,INTERNATIONAL JOURNAL OF THERMAL SCIENCES,"11,793",3.488,0.014250
2174,THIN-WALLED STRUCTURES,"9,414",3.488,0.013980
2178,APPLIED MATHEMATICS LETTERS,"7,381",3.487,0.011890
2178,CLASSICAL AND QUANTUM GRAVITY,"19,039",3.487,0.027100
2178,Expert Opinion on Drug Metabolism & Toxicology,"3,776",3.487,0.006310
2181,BMC CELL BIOLOGY,"1,998",3.485,0.002380
2181,Journal of the Mechanical Behavior of Biomedical Materials,"9,407",3.485,0.019210
2183,XENOTRANSPLANTATION,"1,689",3.484,0.002390
2184,MEAT SCIENCE,"20,444",3.483,0.014400
2185,INTERNATIONAL REVIEWS OF IMMUNOLOGY,"1,410",3.481,0.002040
2185,JOURNAL OF SUPERCRITICAL FLUIDS,"11,052",3.481,0.010140
2187,Aesthetic Surgery Journal,"3,384",3.480,0.006110
2188,IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,"6,548",3.478,0.008600
2188,INTERNATIONAL JOURNAL FOR PARASITOLOGY,"9,355",3.478,0.008500
2188,Journal of Atherosclerosis and Thrombosis,"3,249",3.478,0.004800
2191,CELL TRANSPLANTATION,"5,941",3.477,0.009210
2191,TREE PHYSIOLOGY,"10,856",3.477,0.008380
2193,SURGERY,"19,969",3.476,0.027140
2194,EJNMMI Physics,394,3.475,0.001350
2195,ANNALS OF BIOMEDICAL ENGINEERING,"11,362",3.474,0.015740
2196,GEORGETOWN LAW JOURNAL,"1,840",3.472,0.002640
2196,JOURNAL OF ANXIETY DISORDERS,"6,639",3.472,0.009030
2196,JOURNAL OF GEOCHEMICAL EXPLORATION,"7,036",3.472,0.007630
2199,BREAST CANCER RESEARCH AND TREATMENT,"20,102",3.471,0.032350
2199,INTERNATIONAL JOURNAL OF CARDIOLOGY,"30,479",3.471,0.080570
2201,Climate of the Past,"4,425",3.470,0.015050
2201,GEOTHERMICS,"3,836",3.470,0.005610
2201,JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,"12,736",3.470,0.013380
2201,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,"12,181",3.470,0.017910
2205,EVOLUTIONARY COMPUTATION,"2,900",3.469,0.002060
2205,PSYCHOLOGICAL ASSESSMENT,"11,711",3.469,0.013760
2207,JOURNAL OF RHEOLOGY,"6,581",3.468,0.006180
2207,OIKOS,"21,957",3.468,0.016130
2209,DRUG AND ALCOHOL DEPENDENCE,"18,798",3.466,0.039250
2209,DRUG AND ALCOHOL DEPENDENCE,"18,798",3.466,0.039250
2211,HYDROMETALLURGY,"11,776",3.465,0.008140
2212,CURRENT GENETICS,"3,641",3.464,0.003760
2213,AICHE JOURNAL,"27,083",3.463,0.019800
2214,Journal of Manufacturing Processes,"3,279",3.462,0.005580
2215,JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,"9,205",3.460,0.007510
2216,SEMINARS IN LIVER DISEASE,"3,763",3.459,0.003960
2217,IEEE COMMUNICATIONS LETTERS,"13,624",3.457,0.028480
2217,JOURNAL OF EUROPEAN PUBLIC POLICY,"4,648",3.457,0.008450
2217,Journal of Advances in Modeling Earth Systems,"3,020",3.457,0.013810
2217,TRANSPORTATION,"3,698",3.457,0.003990
2217,TRANSPORTATION,"3,698",3.457,0.003990
2222,Journal of Clinical Sleep Medicine,"6,094",3.456,0.011390
2222,Sustainable Energy Technologies and Assessments,"1,171",3.456,0.002330
2224,Applied Physiology Nutrition and Metabolism,"5,370",3.455,0.009800
2224,CLINICS IN CHEST MEDICINE,"2,668",3.455,0.004190
2224,JOURNAL OF IMMUNOTHERAPY,"3,142",3.455,0.004000
2227,ANNALS OF BOTANY,"21,138",3.454,0.018370
2227,Current Obesity Reports,"1,003",3.454,0.003740
2229,Expert Review of Neurotherapeutics,"4,057",3.453,0.006360
2229,United European Gastroenterology Journal,"1,442",3.453,0.005360
2231,CERAMICS INTERNATIONAL,"46,425",3.450,0.064930
2232,MITOCHONDRION,"3,539",3.449,0.006690
2232,PREVENTIVE MEDICINE,"16,004",3.449,0.029820
2234,JOURNAL OF CELLULAR BIOCHEMISTRY,"17,473",3.448,0.014740
2234,LIFE SCIENCES,"21,687",3.448,0.016400
2236,INTERNATIONAL MARKETING REVIEW,"2,667",3.447,0.001320
2236,METROLOGIA,"4,071",3.447,0.004510
2238,APPLIED SOIL ECOLOGY,"9,096",3.445,0.010780
2238,MARINE ENVIRONMENTAL RESEARCH,"6,277",3.445,0.008080
2240,Catalysts,"3,728",3.444,0.006450
2241,Advances in Clinical Chemistry,"1,010",3.443,0.001820
2242,CURRENT TOPICS IN MEDICINAL CHEMISTRY,"6,913",3.442,0.009730
2242,JOURNAL OF MATERIALS SCIENCE,"50,817",3.442,0.034620
2244,ChemPlusChem,"2,993",3.441,0.006960
2244,Journal of Animal Science and Biotechnology,"1,422",3.441,0.004120
2246,Biomedical Materials,"3,514",3.440,0.004310
2246,HEPATOLOGY RESEARCH,"4,349",3.440,0.007610
2248,Cancer Cell International,"2,825",3.439,0.005500
2248,HEMATOLOGICAL ONCOLOGY,"1,224",3.439,0.003850
2248,INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,"2,073",3.439,0.000930
2248,INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,"2,073",3.439,0.000930
2248,JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,"5,551",3.439,0.006790
2253,CYTOMETRY PART A,"4,326",3.433,0.007370
2253,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,"1,381",3.433,0.004020
2253,SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,"1,743",3.433,0.001740
2256,JOURNAL OF SLEEP RESEARCH,"5,432",3.432,0.007450
2257,PSYCHO-ONCOLOGY,"11,194",3.430,0.020160
2257,PSYCHO-ONCOLOGY,"11,194",3.430,0.020160
2259,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,"7,147",3.424,0.009350
2259,ECONOMIC POLICY,"1,518",3.424,0.003400
2259,PSYCHOPHARMACOLOGY,"23,565",3.424,0.022260
2262,Current Opinion in Behavioral Sciences,"1,763",3.422,0.009020
2262,Current Opinion in Behavioral Sciences,"1,763",3.422,0.009020
2264,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"20,919",3.421,0.014100
2265,PROGRESS IN ORGANIC COATINGS,"10,828",3.420,0.009010
2266,EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS,"11,055",3.419,0.010720
2266,Planning Theory,"1,157",3.419,0.001090
2268,Brain Imaging and Behavior,"2,464",3.418,0.006610
2268,JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,"8,712",3.418,0.009950
2268,JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,"8,712",3.418,0.009950
2271,JOURNAL OF ETHNOPHARMACOLOGY,"35,034",3.414,0.025200
2271,NMR IN BIOMEDICINE,"7,511",3.414,0.014790
2273,CEREBELLUM,"2,785",3.413,0.005970
2273,POWDER TECHNOLOGY,"27,826",3.413,0.029050
2275,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,"36,025",3.412,0.027860
2276,CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,"3,488",3.411,0.004740
2276,MOLECULAR CARCINOGENESIS,"5,257",3.411,0.008000
2276,WORLD JOURNAL OF GASTROENTEROLOGY,"40,306",3.411,0.073150
2279,CHEMICO-BIOLOGICAL INTERACTIONS,"11,103",3.407,0.011810
2279,ESC Heart Failure,680,3.407,0.002020
2279,JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY,"4,982",3.407,0.006100
2282,BIOGEOCHEMISTRY,"10,738",3.406,0.010080
2282,ECOLOGICAL ENGINEERING,"16,621",3.406,0.022320
2282,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,"9,353",3.406,0.012310
2285,Pathogens,"1,166",3.405,0.003850
2286,FRESHWATER BIOLOGY,"15,013",3.404,0.012370
2286,JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,"5,638",3.404,0.004980
2286,Journal of Immunology Research,"3,743",3.404,0.012260
2286,PLANT PHYSIOLOGY AND BIOCHEMISTRY,"11,900",3.404,0.015390
2290,IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,"9,658",3.402,0.019620
2291,SEMINARS IN THROMBOSIS AND HEMOSTASIS,"4,138",3.401,0.006280
2292,Atmospheric Measurement Techniques,"8,646",3.400,0.021370
2292,Current Neurology and Neuroscience Reports,"3,004",3.400,0.007210
2292,Journal of Sustainable Tourism,"4,695",3.400,0.003040
2292,USER MODELING AND USER-ADAPTED INTERACTION,996,3.400,0.000700
2296,NANOTECHNOLOGY,"43,992",3.399,0.048160
2296,Soft Matter,"36,016",3.399,0.066600
2298,IEEE Journal of Photovoltaics,"4,887",3.398,0.011360
2299,Global Environmental Politics,"1,501",3.397,0.002160
2299,MINERALIUM DEPOSITA,"5,325",3.397,0.005120
2301,MOLECULAR HUMAN REPRODUCTION,"5,327",3.396,0.005890
2302,COMMUNICATION THEORY,"2,440",3.395,0.002440
2302,Current Issues in Tourism,"2,967",3.395,0.002720
2302,International Journal of Bio-Inspired Computation,968,3.395,0.001080
2305,CNS Neuroscience & Therapeutics,"2,993",3.394,0.005990
2306,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,"3,034",3.393,0.004060
2307,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"9,671",3.392,0.024920
2308,CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW,"3,289",3.390,0.001780
2309,JOURNAL OF PHYSICAL OCEANOGRAPHY,"14,963",3.389,0.017120
2310,CELLULAR SIGNALLING,"11,351",3.388,0.017330
2311,JOURNAL OF VOCATIONAL BEHAVIOR,"10,484",3.387,0.007080
2311,ORE GEOLOGY REVIEWS,"9,013",3.387,0.015550
2313,Educational Researcher,"7,010",3.386,0.006340
2313,INTERNATIONAL JOURNAL OF FORECASTING,"4,510",3.386,0.006720
2313,Journal of Patient Safety,940,3.386,0.002470
2313,Journal of Patient Safety,940,3.386,0.002470
2317,EUROPEAN JOURNAL OF AGRONOMY,"7,162",3.384,0.007880
2318,CRYSTENGCOMM,"28,564",3.382,0.041840
2318,Regenerative Biomaterials,501,3.382,0.001200
2320,JOURNAL OF PETROLOGY,"15,381",3.380,0.009340
2321,ChemNanoMat,"1,249",3.379,0.003310
2321,EJSO,"8,540",3.379,0.016660
2323,JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,"11,229",3.378,0.015750
2323,PSYCHOPHYSIOLOGY,"14,275",3.378,0.012150
2323,PSYCHOPHYSIOLOGY,"14,275",3.378,0.012150
2326,JOURNAL OF DERMATOLOGY,"4,944",3.377,0.008420
2326,Journal of Trauma and Acute Care Surgery,"8,770",3.377,0.028620
2326,PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY,"9,665",3.377,0.011100
2329,EVOLUTIONARY ANTHROPOLOGY,"1,768",3.375,0.001960
2329,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,"71,983",3.375,0.068120
2329,JOURNAL OF INTERNATIONAL MARKETING,"2,066",3.375,0.001170
2332,Canadian Journal of Anesthesia-Journal canadien d anesthesie,"5,631",3.374,0.005360
2333,CHEMICAL ENGINEERING SCIENCE,"40,846",3.372,0.029460
2334,BIOCHEMICAL ENGINEERING JOURNAL,"10,223",3.371,0.009680
2334,NITRIC OXIDE-BIOLOGY AND CHEMISTRY,"3,910",3.371,0.004950
2334,Open Forum Infectious Diseases,"2,694",3.371,0.013970
2337,Police Quarterly,935,3.368,0.001010
2337,WORLD POLITICS,"4,277",3.368,0.004730
2339,CELLULAR & MOLECULAR BIOLOGY LETTERS,"1,177",3.367,0.001250
2339,HUMAN RELATIONS,"9,176",3.367,0.006700
2339,ICES JOURNAL OF MARINE SCIENCE,"11,167",3.367,0.015140
2342,ENDOCRINE PATHOLOGY,"1,263",3.366,0.001910
2342,GASTROENTEROLOGY CLINICS OF NORTH AMERICA,"2,182",3.366,0.003420
2344,SEXUALLY TRANSMITTED INFECTIONS,"4,686",3.365,0.009490
2345,COMMENTS ON INORGANIC CHEMISTRY,476,3.364,0.000470
2346,Cancer Research and Treatment,"2,241",3.363,0.005550
2346,LONG RANGE PLANNING,"4,841",3.363,0.002740
2348,BIOCHIMIE,"10,455",3.362,0.014960
2348,INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY,"4,168",3.362,0.007270
2350,Cognitive Neuroscience,570,3.361,0.001630
2350,INTERNATIONAL IMMUNOPHARMACOLOGY,"12,311",3.361,0.016340
2352,CELL AND TISSUE RESEARCH,"12,152",3.360,0.014050
2352,HUMAN-COMPUTER INTERACTION,"1,403",3.360,0.000810
2352,SLEEP MEDICINE,"10,218",3.360,0.017130
2355,JOURNAL OF ECONOMIC GEOGRAPHY,"4,230",3.359,0.005800
2356,Cancer Medicine,"4,337",3.357,0.014330
2357,PRECISION AGRICULTURE,"2,215",3.356,0.001910
2358,Cell and Bioscience,"1,379",3.355,0.003670
2358,MATERIALS RESEARCH BULLETIN,"21,620",3.355,0.018260
2360,COMPUTERS & STRUCTURES,"14,302",3.354,0.011790
2360,DRUG METABOLISM AND DISPOSITION,"14,547",3.354,0.011300
2360,RHINOLOGY,"2,602",3.354,0.002200
2363,GERONTOLOGY,"3,950",3.353,0.005150
2363,INTERMETALLICS,"10,599",3.353,0.010410
2365,Blood Transfusion,"1,881",3.352,0.003950
2365,HELICOBACTER,"2,754",3.352,0.004140
2365,JOURNAL OF HEALTH ECONOMICS,"7,220",3.352,0.014850
2365,JOURNAL OF HEALTH ECONOMICS,"7,220",3.352,0.014850
2369,JMIR Serious Games,269,3.351,0.000660
2370,Emergencias,764,3.350,0.000780
2370,MATERIALS AND MANUFACTURING PROCESSES,"5,749",3.350,0.005230
2372,MARINE GEOLOGY,"14,074",3.349,0.011600
2373,IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS,"23,879",3.347,0.029970
2373,PEDIATRIC DIABETES,"4,182",3.347,0.008070
2375,COMPUTERS AND GEOTECHNICS,"7,378",3.345,0.012490
2376,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,"6,260",3.343,0.006110
2377,DEVELOPMENTAL PSYCHOLOGY,"22,544",3.342,0.024040
2378,Journal of Physiological Sciences,"1,238",3.341,0.002080
2378,MOLECULAR IMAGING AND BIOLOGY,"2,543",3.341,0.005360
2380,NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES,"5,821",3.340,0.010180
2380,PRODUCTION PLANNING & CONTROL,"3,270",3.340,0.002400
2382,Comunicar,"1,367",3.338,0.000760
2383,Pituitary,"2,364",3.335,0.003850
2384,COMPUTERS & CHEMICAL ENGINEERING,"13,179",3.334,0.010510
2385,CURRENT PROBLEMS IN CARDIOLOGY,574,3.333,0.000700
2385,GM Crops & Food-Biotechnology in Agriculture and the Food Chain,328,3.333,0.000830
2385,WILDLIFE MONOGRAPHS,827,3.333,0.000550
2388,IEEE Transactions on Human-Machine Systems,"1,269",3.332,0.003630
2388,JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY,"7,358",3.332,0.011130
2390,Genes,"3,103",3.331,0.009570
2390,INTERNATIONAL ENDODONTIC JOURNAL,"6,767",3.331,0.006630
2392,VASCULAR PHARMACOLOGY,"2,884",3.330,0.004760
2393,CALIFORNIA LAW REVIEW,"2,193",3.329,0.002190
2393,EUROPEAN JOURNAL OF PERSONALITY,"3,164",3.329,0.005630
2393,EXPERIMENTAL CELL RESEARCH,"19,656",3.329,0.019220
2396,Socio-Economic Review,"1,552",3.328,0.003440
2397,Journal of Materials Research and Technology-JMR&T,"1,327",3.327,0.002420
2397,ORGANIC PROCESS RESEARCH & DEVELOPMENT,"7,098",3.327,0.010160
2399,FOOD AND BIOPRODUCTS PROCESSING,"3,846",3.324,0.004930
2399,Nano Convergence,461,3.324,0.001220
2401,AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,"15,642",3.323,0.017660
2401,Biology Letters,"9,783",3.323,0.019530
2401,Early Intervention in Psychiatry,"1,630",3.323,0.003310
2401,Early Intervention in Psychiatry,"1,630",3.323,0.003310
2401,Nanoscale and Microscale Thermophysical Engineering,467,3.323,0.001170
2406,INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,"3,964",3.320,0.003770
2407,BRITISH JOURNAL OF NUTRITION,"27,122",3.319,0.031080
2407,Diabetes Metabolic Syndrome and Obesity-Targets and Therapy,"1,397",3.319,0.003180
2407,Journal of Tissue Engineering and Regenerative Medicine,"4,776",3.319,0.007680
2407,OPTICS AND LASER TECHNOLOGY,"7,893",3.319,0.010680
